political, tweet
POLIT,"RT @Bound4LIFE This is right outside Speaker Pelosi's office. http://twitpic.com/bti8m"
NOT,"What Should I Tell Michelle Obama About Design? | Smart #Design by Tom Dair | Fast Company http://ow.ly/imaw"
POLIT,"RT @ThatGirlCA RT @sherriwilson If Obama cured cancer, the Right would accuse him of putting big pharma out of business."
POLIT,"RT @SaveBEESatHOME: Bush Consultant Mark McKinnon: Obama 'Hasn't Gotten All ...: http://bit.ly/4qkjh"
POLIT,"De-baptism's?? - (Political Hotwire) http://bit.ly/fCt9p #tcot #obama"
NOT,"wanna go see zombieland tonight but serge is leaving for the weekend. gahhh I need ann arbor friends!@THE_REAL_SHAQ Barack Obama for Hal ..."
POLIT,"Sailing Against Slavery: Michelle ObamaÃ¢â‚¬â„¢s tour of GhanaÃ¢â‚¬â„¢s Cape Coast last month, was a poignant reminder of the .. http://bit.ly/9POj5"
POLIT,"rt @newshour Listen to President Obama's remarks today on economic #stimulus efforts in Elkhart, Ind.: [MP3] http://twurl.nl/1mkcye"
POLIT,"RT @pomalom Obama disrespects Poland on 70th Anniversary of WWII start - no surpise! http://bit.ly/4x8igj #TCOT #iamthemob"
POLIT,"Daniel Hannan is getting tedious. RT @MirrorJames Dan Hannan “excuses“ anti-Obama racism http://bit.ly/11820B"
POLIT,"RT @ChrisMacDen: RT @matttbastardrt @amrup Hillary Clinton in Africa to denounce rape as a tool of war. http://tinyurl.com/ngcltg #p2 #fem2"
POLIT,"#inaug09 Soros: Obama Improves Openness: A fine bit of stenography from the always compliant Associated .. http://bit.ly/pWSOo"
NOT,"#obama GodsModernDayMartyr added 2 blog posts: GodsModernDayMartyr added 2 blog posts The Barack Oba.. http://bit.ly/65QOEX #usa"
POLIT,"RT Ed Chen yet another Obama left wing radical/America hating appointee http://is.gd/4GnkV #tcot #tlot #sgp #orca (via @exposeliberals) rope"
POLIT,"RT @Tymlee: China steps up as climate change leader http://bit.ly/g6zoX // Obama, Harper, now is the time to act or be left in the dust."
NOT,"McCain: Twitter is 'a phenomenal way of communicating:' http://ow.ly/iRVL --Share this: http://bit.ly/K6dAX http.. http://u.mavrev.com/xjvh"
POLIT,"RT @NCOC “President Obama said 'yes we can'. I'm here to say 'yes we will'. Someday we will look back and say 'yes we did'.“ [ yea, (contÃ¢â‚¬Â¦"
POLIT,"[NEWS] Local NAACP Says President Obama's Speech Should Be Mandatory for Schoolkids http://bit.ly/Pjnwc"
POLIT,"@ezraklein @wonkroom why didn't Reid just go with the Baucus bill in the first place? Seems we'd be where we are now, but a month earlier..."
POLIT,"I am examining with bemusement and genuine wonder the official Facebook page for Sarah Palin: http://www.facebook.com/sarahpalin"
POLIT,"Obama doesn't support malpractice cap. Love it or Hate it? Leave your comments.: President Barack Obama was met .. http://bit.ly/Qhxjx"
POLIT,"RT @profblmkelley: @elonjames No matter what Obama does, in the end, he will still be a black man, that crowd, doesn't like black people."
POLIT,"Calling North Korea's Hand http://tr.im/phQM #NK #JFK #obama"
POLIT,"A good sign of the blogs' powerlessness: They had to call Bill Clinton for help. #hcr #p2"
POLIT,"Who the hell goes hiking in Iraq/Iran? It's like waking up and saying, “Gee, a stroll through the mountains of Pakistan sounds fantastic!“"
POLIT,"#tcot #eyeblast New Welfare Handout Horribly Mishandled - Stimulus money given to welfare recipients used to buy be... http://ow.ly/15L27T"
POLIT,"Forecast by NY Times: Communications industry expected to be 3rd fastest growing economy: http://is.gd/22WJx"
POLIT,"yayurl.com/games No. 3 Republican to back Sotomayor for high court (AP) : AP - The Senate's No.. http://bit.ly/BVB5u"
POLIT,"RT @AMERICAblogGay: The Advocate learns that there still is no strategy for DADT repeal: This is disturbing. As we've been noting, the . ..."
POLIT,"@USACBI boycott Canada USA IRAQ IRAN and the whole world dear ... #israel"
POLIT,"Local business owners give packs of $2 to emp's to spend in their communities--a local “stimulus“ --fascinating! http://PeoplesStimulus.org"
NOT,"talking to my big brudder; comes home from afghanistan for 2 weeks on nov 10th-ish!"
NOT,"RT @RealTalibKweli u think u gangsta then read the MJ cover Source story @ImmortalTech setting up orphanage in Afghanistan. U aint gangsta"
POLIT,"In for Michael Byars on Morning Edition...point me to the coffee. Nobel Announcements and the debate over Afghanistan on the air."
POLIT,"Do you have one of the 12 certifications and licenses that will be needed in the Green Economy? http://bit.ly/dBcJW"
NOT,"Le 5 direttive della Cina per la green economy e contro il cambiamento climatico: Il progetto di risoluzione sul.. http://bit.ly/IABej"
POLIT,"7 Lucrative Jobs from Obama's Stimulus Plan -Submit your updated resume for related jobs at TAG44 site http://tinyurlfor.me/967/ #recession"
POLIT,"RT @drkent: RT @HCR_Now: Bad economy creates spike in gun permits requests: http://bit.ly/kJscr"
POLIT,"MoD to cut jobs to fund war in Afghanistan - PersonnelToday.com http://bit.ly/5Lsz3B"
POLIT,"RT @huffingtonpost Obama Authorizes 13,000 More Troops For Afghanistan War http://retwt.me/SfDR"
POLIT,"MONEY: Federal stimulus helps buy food in Michigan: federal stimulus program has boosted spending on food in Michig... http://bit.ly/8Jacl2"
POLIT,"RT @MadamaAmbi: Ã¢â€ â€™“Afghanistan: Will Obama Listen to the Women?“ ( http://bit.ly/dU2oh ) Pls Sign Letter."
POLIT,"Biden Says His Trip Proves Iraq Remains Priority: New York Times | Mr. Biden, who has taken on the new role.. http://tinyurl.com/lufsgj"
NOT,"Jeux de pouvoir autour de lÃ¢â‚¬â„¢Afghanistan: Huit ans aprÃƒÂ¨s la chute du rÃƒÂ©gime taliban, la gÃƒÂ©opolitique du pays sÃ¢â‚¬â„¢es.. http://bit.ly/11eX3s"
POLIT,"International Security Assistance Force service member killed in eastern Afghanistan http://tinyurl.com/n6hdln"
POLIT,"RT @nytimesmusic: http://bit.ly/QYvQb effective marketing from @metopera to bring art to the masses in a hostile economy."
POLIT,"Sucks that the banks will cash in on millions of citzens dreams tho. That's a bailout and a resale for banks to a boot-out for 6.5 mil fams"
POLIT,"RT @myUsearch: Iraq to offer 10,000 scholarships to iraqi students over the next 5 years: http://bit.ly/jr9LM"
POLIT,"RT nytimes 4 U.S. Troops Killed in Afghanistan http://bit.ly/vdbaK [stuff we don't hear enough about!]"
POLIT,"Japanese cars = for reliability, Korea = for economy, European = for speed and luxury, where does this leave the American cars???"
POLIT,"Mourners honour Que. soldier killed in Afghanistan http://bit.ly/17gdfm"
POLIT,"I don't want to wait until the economy is better and we're comfortable-we made that mistake before. Mayor Jackson on Sustainable Cleveland"
POLIT,"RT @dtapscott: The power of Twitter. I tweet about what's wrong with UK Digital Economy bill. MP @Tom_Watson tweets back that the UK g ..."
POLIT,"RT @WOTN: Blogging 'Tikrit, Iraq: Assassin Captured' http://bit.ly/2BCSMh"
POLIT,"Stimulus Funds Rev Up Lab Project in La Jolla (Architectural Record)|A new National Oceanic and Atmospheric .. http://oohja.com/x1Vy5"
POLIT,"Resource Centre: She- Economy Series: How Women Process Marketing Info, Faridah Hameed, Wowexpe.. http://bit.ly/6gjwuH"
POLIT,"Counterinsurgency, Airstrikes and Incoherence in Afghanistan and related posts @ (http://cli.gs/eerPB)"
NOT,"Singapore shares open higher http://bit.ly/CbJdZ #forexnews #forex #singapore #economy"
POLIT,"RT @Iranpr The Iran Regime Coup Govt mis-manages the economy is in a death spiral w/in 6 months it will collapse #iranelection }} agreed!"
POLIT,"@godismysource I know,I Just got to keep remind myself about the bills and the bad economy.i just got 2 hang in the until better comes along"
POLIT,"RT @Heritage: new op-ed: Sotomayor and the Sordid Business of Race http://tr.im/sJAq #tcot"
POLIT,"RT @AndreaGoldman @LeahThayer: Stimulus bill's “Buy American“ provision delays some construction projects. http://cli.gs/qPHYvr"
POLIT,"POTUS on Afghanistan Strategy: “My dithering is nearly over. I will announce my decision soon on yet another nationally televised address.“"
POLIT,"RT @NatGeoChannel: Days after 9/11, CIA agents go to Afghanistan w/ a mission to hunt down al Qaeda & Osama bin Laden. http://ow.ly/smyp"
POLIT,"RT @cnnbrk Suicide bombing in Iraq kills at least 67 near Kirkuk, deadliest attack in Iraq this year http://bit.ly/mWuSo"
POLIT,"RT @WayneMarr: [Post]If you believe the Keynesian argument for stimulus, you MUST READ THIS http://tinyurl.com/q9j2xv"
POLIT,"@FreshFiction I think zombies in fiction are symbolic for wanting to revive a dead economy. Especially the flesh-eating ones. ==:-0"
POLIT,"Stimulus has yet to really boost GDP http://bit.ly/11XWy2"
POLIT,"GrafTech Reports Third Quarter 2009 Results: While the global economy remains fragile, we continue to expect an.. http://bit.ly/215e1y"
POLIT,"my homeboy is talkn about the economy with him, i guess they r coming up with solutions (?) wtf"
POLIT,"amazed at the apathy over the Iraq non inquiry and should not be surprised everyone is up in arms over the bank charge fiasco instead."
POLIT,"Stimulus money for weatherization goes unspent http://bit.ly/17jQNK"
POLIT,"@JDogRyder dollar is at an all time low your president want stop printing money. Stimulus want go to TX and La oil fields EPA want allow."
NOT,"Your 2009 Fantasy Football Stimulus Package: http://bit.ly/iGuv8 #NFL"
POLIT,"ND hatchery getting stimulus money for pond liners: By BLAKE NICHOLSON AP WRITER BISMARCK, N.. http://bit.ly/Dz3u0 http://bit.ly/7D928"
POLIT,"celeb.worldnewsww.nl Japan's new FM hints at more aid for Afghanistan - AFP: Los Angeles Tim.. http://bit.ly/13nz7W"
NOT,"Sexy Bailout Progams - Monthly Lingerie to Give Away One Million ... http://bit.ly/mgwzm"
POLIT,"RT @hashmarket: RT @marialavis Vive la resistance! :) @RyanIsHungry “All over the country, the underground fruit economy is growing.“ ht ..."
POLIT,"For Obama, A Pivotal Moment in Afghanistan - Washington Post http://trcb.us/4HZr"
POLIT,"He's right to focus on jobs and Ohio's sinking economy, but he needs to establish bona fides w/ pro-gun right in Ohio."
POLIT,"Denver Post. Stimulus as only created 1,000 jobs in Colorado costing billions http://www.denverpost.com/ci_12975374"
POLIT,"WSJ: What depression? http://ow.ly/nyWi #economy #stocks #markets #depression"
POLIT,"RT @IanNathan: Energy Compass examines Iraq's Rumaila field, BP-CNPC project economics and logistics: http://bit.ly/1r6Y4D"
POLIT,"RT @playjt: ROUBINI releases a statement clarifying his outlook for the U.S. Economy VIEWS REMAIN UNCHANGED) http://bit.ly/GbZaa"
POLIT,"Good sign for the economy and #horseracing? #Keeneland Nov. Sale was down but only 6.5% on avg. vs. last year."
POLIT,"8th Anniversary of War in Afghanistan - WCAX http://bit.ly/Pz8T2"
POLIT,"RT @WSJ Fed Upgrades View of Economy http://twa.lk/geTfb"
NOT,"http://glossolal.com/Albanian Display : ttet bombÃƒÂ« katÃƒÂ«r ushtarÃƒÂ« amerikanÃƒÂ« nÃƒÂ« Afghanistan NjÃƒÂ« patrullÃƒÂ« e NATO-s nÃƒÂ« pjesÃƒÂ«n jugore t"
POLIT,"Reading the story of Marine Cpl. Jason Dunham, who died in Iraq saving his buddies, and the ship named after him, http://tinyurl.com/nom9m9"
NOT,"breakingflunews.com 51 US soldiers in Iraq diagnosed with swine flu - The Associated Press: E.. http://bit.ly/18ocT7"
POLIT,"US to give $2.3 bn in stimulus for clean energy - The US will give up to $2.3 billion in tax credits to green manuf... http://ow.ly/15KXJq"
POLIT,"How is todays economy affecting everyones internet sales ... http://bit.ly/1JgmTL"
POLIT,"Degrees 'rely on private pupils': University courses important to the economy rely on private schools for.. http://bit.ly/Ba4Yn #news"
POLIT,"The Democrat stimulus plan is a mechanism whose goal is the destruction of the traditional American way of life. Nancy Cappock"
POLIT,"Afghanistan - rocket attack - Government compound under attack http://bit.ly/uzAb6"
POLIT,"RT @tweetminster: Clegg “when our troops were massing on the borders of Iraq the conservatives cheered from the sidelines but we said no“"
POLIT,"@MarkBolin I was nervous just knowing my dh landed in Iraq then took off a few mins. later. I know it is tough."
POLIT,"RT @1D4TW: UN's Kai Eide has been lecturing Karzai, as if Eide were the Colonial Governor of #Afghanistan (http://bit.ly/3T3rQP)"
POLIT,"RT @bbcbreaking: A helicopter has crashed at the main Kandahar air base in southern Afghanistan, killing 16 civilians on board, o.. http ..."
POLIT,"Just Say NO to HR3962 Takeover of 18% of Economy http://bit.ly/2aE3lq @NancyPelosi @markwarner @kendrickbmeek @NBCNews"
POLIT,"Telegraph: Dare to resist this new era of intervention : In 1971, Professor Klaus Schwab wr.. http://bit.ly/8lim2J #economy"
POLIT,"Todays Top News... During marathon review of Afghanistan strategy, Obama held out for faster troop surge: President... http://bit.ly/7alrlC"
POLIT,"Asian markets gain as G20 commits to maintain economic stimulus; Euro in Range, Pound eases: FXstreet.com (Barce.. http://bit.ly/106SRD"
POLIT,"Time flies: 8 years gone by since 9/11, and the Western allies are chasing Taliban in Afghanistan instead of Al Quada in Pakistan"
POLIT,"DJIBOUTI: Investing in the knowledge economy of Djibouti - Modern Ghana: DJIBOUTI: Investing in the knowledge econo... http://bit.ly/7icGm6"
POLIT,"No quick end to China's fiscal stimulus- researcher: China will stick to its loose fiscal policy for at least th.. http://bit.ly/ioIVe"
POLIT,"$38 Billion in overdraft fees, and they still want a bailout - http://bit.ly/zgLX9"
NOT,"UBS Outlines Path to Profit (source: Wall Street Journal): UBS Chief Executive Oswald GrÃƒÂ¼.. http://bit.ly/3ur3u6 #economy #stocks"
POLIT,"Photo: Get yourself a Recession iPhone Case! ItÃ¢â‚¬â„¢s been a tough economy for a while now, so why not buy a... http://tumblr.com/xlc32bepv"
POLIT,"Another day full of proposals & quotes. The economy may be bad, but we're busy."
POLIT,"Why can't Afghanistan simply be Obama's Afghanistan and not his Vietnam? He didn't start it or campaign on a secret plan to end it."
POLIT,"RT @MelissaTweets: RT @JonHenke: Sotomayor just said the Constitution says we have to “provide equal opportunity“. Where does it say that?"
POLIT,"Bad economy strikes again. I've driven Saturn cars for 12 years. Local dealership closes its doors forever on Tuesday. :("
POLIT,"RT @JeffAtwater “I, however, place economy among the most important virtues, and public debt as the greatests of the dangers to be feare..."
NOT,"RT @Spoonator: Schwerster Angriff seit Beginn des Afghanistan-Einsatzes! Deutsche Soldaten tÃƒÂ¶ten 50 Taliban! #piraten #spd #cdu #-btw09 ..."
NOT,"City warns BA bid for BMI is 'pie in the sky' (source: Scotsman): BRITISH Airways' plans to .. http://bit.ly/Jt6Kq #economy #business"
POLIT,"RT @MatthewLush: RT Gay men attacked, executed in Iraq, rights group says - http://bit.ly/8Gr8J #cnn #noh8"
NOT,"Microsoft?s Profit Falls but Tops Forecasts #economy http://bit.ly/2ZPHSK"
POLIT,"RT @Oxfam Memo 2 new Afghanistan government: protect civilians, secure rights of women, improve transparency http://bit.ly/1gz0ya"
POLIT,"China&#39;s economy and the global financial crisis at China News Wrap: Huang Tai-yan says that the biggest chan.. http://u.mavrev.com/umu0"
POLIT,"RT @asteris: RT @BreakingNews AFP: 1.5 million votes in the Afghanistan presidential election are suspect, an EU observer says"
POLIT,"Despite the Economy's Struggles, Stock Market Soars: 15, 2009 The stock market rose powerfully on Wednesday,.. http://bit.ly/zPZg5"
POLIT,"Ordering Dominos!!! eahhhh I got some free coupon! and my ghetto ass bout to use them! fuk yea look at the economy"
POLIT,"It's hard to work after eight in a bad economy because you know the pay's not getting any better... Home. http://yfrog.com/2p6ujj"
POLIT,"Obamas 2% Mortgage Refinance and Modification Stimulus Plan ... http://bit.ly/vjVaa"
POLIT,"This won't help our bid to host the Olympics! Now, Obama needs to be focusing on the REAL issue: Afghanistan! http://bit.ly/D3gsl #tcot"
POLIT,"Could a Spike in Bond Yields Cause the Economy to Stumble in the New Year? http://bit.ly/8ZKQFO"
POLIT,"RT @jimsciuttoABC: One witness recovered a severed arm from his shop. These are messy, depressing scenes. #Afghanistan"
